aX,aY,aZ,gX,gY,gZ
-0.087,-0.116,-0.202,-49.011,249.756,-12.146
0.152,-0.016,-0.254,-19.226,151.489,-1.770
0.130,0.100,0.297,-9.583,14.038,6.470
0.113,-0.027,0.601,34.180,-59.265,6.531
0.082,0.019,0.176,24.658,-0.854,7.263
0.117,0.018,0.078,17.151,-5.493,4.211
0.112,0.062,0.274,1.953,-50.049,6.042
0.060,-0.025,0.380,-6.287,-70.251,3.662
0.016,0.047,0.374,-2.502,-86.548,5.066
-0.014,0.179,1.395,11.169,-123.352,5.859
0.027,0.057,1.007,165.161,-200.439,12.085
-0.261,-0.196,1.200,158.875,-36.255,11.841
-0.137,-0.097,1.080,0.549,-5.737,-5.310
-0.009,0.011,1.074,-25.085,-17.456,2.930
-0.043,-0.107,0.677,-11.353,5.432,0.000
-0.045,-0.005,0.951,5.005,9.216,1.404
-0.062,-0.000,1.199,10.559,-8.240,3.906
-0.064,-0.055,1.302,-11.780,19.775,-0.793
-0.035,0.019,1.216,-30.212,47.974,-0.366
-0.001,-0.052,1.042,-33.936,61.584,-1.099
0.029,0.012,0.579,-23.926,51.758,2.808
0.023,0.017,0.808,-0.793,6.470,4.517
0.009,0.006,0.631,8.606,0.610,2.502
0.015,-0.000,0.665,8.240,-6.531,2.563
0.005,0.005,0.773,5.432,-12.085,2.136
-0.008,0.006,1.043,11.963,-22.095,1.831
-0.035,-0.018,1.114,19.226,-22.461,1.404
-0.057,-0.040,1.191,18.555,-21.545,2.075
-0.042,-0.016,1.210,17.395,-21.118,3.906
-0.037,-0.015,1.138,4.639,-6.165,3.113
-0.028,-0.021,1.009,-5.920,13.733,1.465
-0.016,-0.003,0.931,-9.521,21.667,2.258
-0.005,-0.015,0.866,-8.179,20.630,1.770
-0.014,-0.002,1.003,-5.432,14.954,2.319
-0.056,-0.016,1.284,-1.587,8.118,3.174
-0.074,0.081,1.622,2.441,-1.831,5.981
-0.063,0.232,2.290,-33.508,10.559,1.465
-0.073,-0.103,1.237,-57.861,106.506,-2.197
-0.065,-0.123,0.287,-35.156,177.307,-1.221
0.150,0.030,-0.074,-20.081,139.038,-1.648
0.122,0.061,0.208,-5.188,30.945,5.859
0.114,0.023,0.383,21.545,-41.016,6.775
0.067,0.016,0.438,22.705,-36.743,4.883
0.062,-0.015,0.465,14.160,-38.269,3.723
0.056,0.001,0.460,-0.488,-41.260,3.296
0.037,0.022,0.500,-8.911,-52.429,2.808
0.006,0.049,0.684,-2.197,-71.838,2.991
-0.032,-0.090,1.888,48.401,-131.958,3.601
-0.162,0.005,2.070,100.220,-135.986,10.620
-0.135,-0.164,0.808,36.072,23.499,0.793
-0.037,-0.058,1.040,-4.456,-13.000,2.319
-0.022,-0.021,0.959,0.183,-19.897,2.869
-0.052,-0.051,0.823,-3.296,8.057,0.916
-0.061,-0.030,1.070,4.456,8.301,2.380
-0.058,0.002,1.184,4.944,3.052,2.930
-0.028,0.020,1.238,-18.433,30.518,1.038
-0.009,-0.013,1.055,-25.085,46.692,-0.183
0.021,0.004,0.624,-24.292,51.025,0.305
0.025,0.019,0.765,-4.944,14.465,3.296
0.005,0.011,0.710,5.493,-3.357,2.930
0.005,0.006,0.799,9.888,-9.216,2.686
-0.004,0.009,0.903,9.827,-13.184,2.197
-0.015,0.004,0.994,11.902,-15.137,1.892
-0.031,-0.005,1.096,13.367,-15.076,1.831
-0.044,-0.016,1.086,13.000,-13.611,2.258
-0.036,-0.005,1.134,12.634,-15.564,3.662
-0.033,-0.006,1.128,6.104,-6.531,3.479
-0.026,-0.005,1.008,-2.930,10.925,2.136
-0.014,0.000,0.954,-6.409,16.785,2.075
-0.006,0.000,0.898,-6.897,18.372,1.648
-0.002,-0.004,0.847,-4.700,15.381,1.587
-0.001,0.001,0.911,1.038,4.578,2.319
-0.007,-0.002,0.936,4.333,-1.526,2.380
-0.010,-0.000,0.957,5.188,-4.211,2.380
-0.029,-0.008,1.024,5.005,-4.333,2.380
-0.100,-0.042,1.250,7.812,-8.667,3.540
-0.033,0.033,1.950,-0.610,-18.066,6.042
-0.092,0.103,2.226,-28.809,28.015,0.183
-0.130,-0.128,1.193,-44.556,126.587,-3.967
-0.054,-0.085,0.348,-41.260,175.171,-1.587
0.159,0.060,0.006,-16.846,122.559,-0.488
0.148,0.088,0.262,-0.977,39.307,4.089
-0.032,-0.018,1.441,-84.656,107.239,0.061
-0.120,-0.143,0.258,-43.823,221.741,-11.841
0.116,-0.039,-0.285,-22.705,177.124,-6.104
0.141,0.115,0.161,-11.780,45.471,5.432
0.122,-0.036,0.619,25.635,-56.641,5.737
0.086,0.041,0.291,27.039,-18.982,6.836
0.083,0.007,0.129,16.907,-5.188,3.540
0.116,0.031,0.307,2.869,-41.199,5.066
0.062,0.008,0.399,-6.042,-63.110,4.517
0.026,0.039,0.339,-3.052,-78.430,4.150
-0.014,0.122,1.030,8.362,-115.173,5.432
0.014,-0.013,1.811,121.582,-202.820,10.193
-0.235,-0.184,1.170,166.687,-68.420,13.489
-0.135,-0.125,1.056,10.437,-3.784,-10.193
-0.023,-0.004,1.098,-21.606,-23.193,3.418
-0.035,-0.068,0.803,-12.146,0.366,0.183
-0.037,-0.025,0.761,3.296,11.047,-0.244
-0.058,0.016,1.180,11.536,-8.240,4.150
-0.087,-0.106,1.321,-6.653,10.864,-0.793
-0.031,0.062,1.228,-28.870,44.373,-0.671
-0.013,-0.063,1.096,-35.889,63.232,-0.916
0.030,0.033,0.534,-28.137,62.866,2.014
0.039,0.051,0.840,-3.174,13.367,5.188
0.007,0.001,0.623,7.935,-2.136,2.808
0.014,-0.000,0.687,9.094,-5.493,2.625
0.006,0.003,0.713,5.554,-11.230,2.319
-0.003,0.009,1.026,9.827,-21.362,1.953
-0.030,-0.011,1.089,19.165,-23.743,1.831
-0.057,-0.037,1.180,19.531,-22.339,1.892
-0.041,-0.006,1.231,19.348,-24.414,3.906
-0.033,-0.031,1.008,-5.432,14.038,0.305
-0.018,-0.001,0.935,-8.972,20.935,2.380
-0.008,-0.005,0.898,-7.385,19.287,2.014
-0.001,-0.007,0.863,-6.042,16.663,1.709
0.001,-0.001,0.906,-1.038,8.179,2.197
-0.003,-0.006,0.923,3.357,0.610,2.380
-0.026,-0.012,1.042,4.333,-3.784,2.380
-0.083,-0.026,1.295,5.920,-6.592,3.784
-0.080,-0.233,2.029,-0.183,-15.442,6.409
-0.081,0.341,2.559,-69.885,27.588,5.981
-0.100,-0.104,1.006,-71.899,152.893,-5.798
0.003,-0.102,-0.274,-48.462,219.238,-7.629
0.209,0.049,-0.071,-22.888,125.183,1.221
0.126,0.062,0.386,2.991,-7.324,7.202
0.121,0.048,0.557,37.109,-51.941,4.883
0.061,-0.003,0.300,23.254,-8.179,5.554
0.058,-0.004,0.362,11.902,-24.292,2.930
0.077,-0.006,0.454,-5.676,-36.377,2.991
0.076,0.036,0.361,-9.094,-49.805,3.845
0.017,0.037,0.364,0.305,-70.679,4.883
-0.055,0.061,1.531,28.870,-128.845,5.005
-0.096,0.337,1.752,150.940,-189.819,13.916
-0.238,-0.271,0.910,87.158,-4.700,3.845
-0.073,-0.034,1.301,-2.625,-21.057,-1.892
-0.007,-0.015,0.977,-11.963,-17.822,3.906
-0.059,-0.070,0.694,-10.315,11.597,-1.282
-0.048,0.003,1.094,5.127,5.493,2.991
-0.070,0.014,1.196,8.179,-0.610,3.906
-0.029,0.003,1.212,-17.090,29.114,-0.916
-0.021,-0.011,1.130,-31.250,49.866,-0.916
0.007,-0.033,0.807,-32.104,61.584,-0.793
0.040,0.024,0.643,-12.878,32.776,3.784
0.003,0.007,0.728,4.211,-2.747,3.540
0.008,0.008,0.708,10.803,-7.629,2.991
0.001,0.005,0.819,9.399,-12.939,2.686
-0.008,0.007,0.947,11.230,-17.395,2.136
-0.026,-0.003,1.080,14.709,-18.250,1.709
-0.045,-0.022,1.101,15.808,-17.761,2.014
-0.042,-0.012,1.162,16.113,-19.714,3.479
-0.036,-0.005,1.155,7.629,-10.193,3.662
-0.033,-0.024,1.016,-1.465,8.789,1.221
-0.020,0.001,0.988,-4.883,13.489,2.441
-0.008,0.002,0.942,-5.920,15.991,2.319
-0.005,-0.004,0.863,-7.996,20.325,1.648
0.004,-0.002,0.883,-3.235,12.817,1.831
-0.025,-0.008,1.049,2.075,1.221,2.625
-0.092,0.012,1.372,6.470,-7.935,4.211
-0.125,-0.222,2.360,-6.531,-19.531,5.676
-0.132,0.269,2.275,-83.008,50.659,3.113
-0.230,-0.147,0.661,-71.960,209.412,-9.277
0.063,0.002,-0.233,-38.208,202.881,-4.822
0.181,0.153,0.120,-21.606,74.158,4.944
0.124,-0.001,0.689,22.156,-48.706,7.202
0.101,0.088,0.454,38.391,-33.447,7.324
0.106,0.023,0.306,19.165,-4.028,4.578
0.057,-0.028,0.324,8.423,-28.931,2.625
0.070,-0.002,0.382,-6.531,-37.781,2.930
0.050,0.039,0.346,-6.836,-56.641,3.845
0.001,0.038,0.542,3.174,-88.562,4.883
-0.032,0.026,1.965,52.246,-156.982,6.226
-0.222,0.071,1.728,177.979,-137.146,12.451
-0.169,-0.187,0.957,49.500,10.559,1.831
-0.041,-0.068,1.111,-14.038,-21.606,2.197
-0.012,-0.016,0.943,-7.446,-14.282,2.197
-0.050,-0.041,0.719,-7.202,14.404,0.366
-0.057,-0.025,1.091,7.446,3.235,2.625
-0.071,-0.012,1.210,4.944,3.052,2.747
-0.029,0.025,1.234,-22.034,34.241,-0.061
-0.015,-0.013,1.077,-30.273,51.758,-0.732
0.027,-0.004,0.630,-28.931,59.204,-0.244
0.033,0.028,0.710,-6.470,20.020,3.357
0.003,0.012,0.706,6.653,-5.920,3.113
0.006,0.007,0.738,10.803,-9.094,2.991
-0.002,0.008,0.876,9.644,-14.526,2.502
-0.013,0.006,0.983,12.695,-17.456,1.892
-0.036,-0.012,1.104,15.320,-18.005,1.648
-0.048,-0.018,1.124,16.785,-19.043,2.625
-0.037,0.005,1.210,13.794,-18.921,4.028
-0.036,-0.015,1.091,3.174,-2.136,2.869
-0.029,-0.007,1.007,-2.441,11.597,2.014
-0.011,-0.001,0.972,-5.737,15.259,2.197
-0.050,-0.011,1.153,-8.118,16.785,2.197
-0.100,0.135,1.673,-10.193,6.042,4.517
-0.157,-0.045,2.708,-34.180,6.531,2.136
-0.041,-0.060,1.455,-111.938,125.244,-1.526
-0.101,-0.164,-0.447,-65.247,284.119,-20.325
0.129,-0.026,-0.199,-29.480,162.842,-4.944
0.131,-0.068,0.937,-12.024,-19.226,7.629
0.105,0.286,0.940,49.316,-63.232,21.973
-0.199,-0.091,0.501,233.276,-0.671,-0.732
-0.307,-0.187,1.390,-17.212,-12.207,-7.690
-0.002,-0.149,0.984,-56.641,-15.320,-4.700
0.026,-0.059,0.879,-28.625,-2.258,-1.160
-0.023,0.014,0.884,-1.587,10.193,3.479
-0.059,0.010,1.193,5.188,7.507,3.662
-0.048,-0.039,1.097,-6.042,30.762,0.488
-0.008,-0.020,1.101,-25.940,42.969,-0.061
-0.009,-0.053,0.970,-30.151,44.312,1.343
0.046,0.032,0.618,-10.498,26.855,2.686
0.015,-0.002,0.776,2.625,2.136,2.991
0.000,0.006,0.819,7.996,-9.460,2.930
0.001,-0.014,0.796,11.719,-8.789,2.686
-0.003,-0.013,0.922,8.606,-12.085,2.319
-0.010,-0.004,0.989,10.986,-13.794,2.075
-0.037,-0.027,1.086,13.611,-15.503,1.892
-0.039,-0.027,1.112,12.085,-12.329,1.831
-0.038,-0.027,1.133,8.179,-7.935,2.380
-0.038,-0.037,1.079,3.113,-0.977,2.502
-0.027,-0.026,1.052,-1.343,6.775,2.319
-0.028,-0.027,1.055,-5.798,14.099,2.625
-0.065,-0.030,1.396,-11.047,21.240,3.174
-0.101,-0.068,1.790,-9.827,24.841,7.324
-0.064,0.239,2.428,-65.308,29.419,11.047
-0.015,0.008,1.451,-103.760,108.582,1.038
-0.150,-0.181,0.130,-50.171,235.046,-11.353
0.147,-0.017,-0.302,-26.245,176.514,-4.028
0.114,0.097,0.304,-15.381,38.757,6.531
0.119,0.009,0.797,32.776,-59.509,8.057
0.076,-0.007,0.362,18.311,11.597,7.019
0.062,-0.049,-0.093,14.160,30.823,1.709
0.073,-0.031,0.076,2.991,-15.198,8.606
0.119,0.023,0.270,-1.892,-63.171,9.949
0.068,-0.010,0.321,8.362,-89.722,11.292
0.009,0.043,0.409,14.954,-116.760,13.428
0.016,0.187,1.253,18.921,-150.757,12.756
0.230,0.492,2.340,173.645,-196.899,16.296
-0.247,-0.155,0.578,182.739,-0.366,10.498
-0.194,-0.099,1.571,-0.793,-17.700,-7.874
-0.003,-0.036,0.975,-37.476,-30.640,1.038
-0.004,-0.079,0.902,-18.921,-5.188,-1.282
-0.047,-0.035,0.832,4.395,7.690,1.038
-0.060,-0.000,1.176,10.132,-0.610,3.662
-0.079,-0.101,1.269,-8.240,22.949,-0.854
-0.020,0.049,1.138,-31.799,48.889,-0.610
-0.000,-0.035,1.089,-40.100,58.105,0.305
0.021,0.010,0.643,-21.973,46.692,1.892
0.040,0.025,0.872,-1.038,9.949,4.822
0.002,-0.003,0.698,7.874,5.005,2.869
0.017,-0.002,0.694,7.812,-1.099,2.441
0.015,-0.005,0.643,4.822,-5.432,2.197
0.005,-0.000,0.765,3.357,-12.756,2.014
-0.005,0.007,1.139,12.939,-26.184,2.441
-0.039,-0.020,1.134,23.987,-26.978,1.892
-0.059,-0.041,1.262,21.118,-24.658,2.380
-0.046,-0.031,1.198,13.245,-16.418,3.174
-0.042,-0.040,1.076,-0.244,1.160,1.831
-0.027,-0.016,1.003,-6.042,13.306,1.709
-0.016,-0.010,0.941,-8.179,18.921,2.319
-0.006,-0.014,0.861,-8.972,21.973,2.258
0.002,-0.008,0.904,-5.310,15.137,2.319
-0.009,-0.024,0.958,-0.305,6.470,2.441
-0.055,-0.012,1.377,1.526,-1.160,3.784
-0.170,-0.507,2.155,1.343,-11.230,3.357
-0.134,0.436,2.785,-111.450,34.851,2.869
-0.217,-0.127,1.095,-85.144,176.636,-5.859
-0.021,-0.134,-0.415,-45.044,243.591,-12.207
0.174,0.078,-0.057,-36.194,132.324,1.221
0.136,-0.085,0.723,18.677,-57.068,10.803
0.108,0.145,0.700,49.316,-43.823,12.695
0.063,-0.068,0.188,14.587,36.743,1.709
0.096,-0.003,0.046,12.695,6.592,3.723
0.156,0.075,0.205,-7.507,-25.879,5.554
0.091,0.038,0.222,-0.061,-57.800,5.798
0.027,-0.001,0.118,16.541,-94.666,5.798
-0.038,0.061,0.489,15.442,-133.728,6.348
-0.174,0.054,2.532,77.881,-206.299,7.141
-0.121,-0.043,0.555,239.075,-82.275,13.489
-0.305,-0.356,0.647,60.547,20.447,-8.118
-0.056,-0.050,1.136,-49.133,-46.204,0.366
0.021,-0.082,0.999,-30.945,-12.817,-1.160
-0.029,-0.035,0.794,-6.409,2.319,1.282
-0.058,-0.003,1.181,6.470,7.507,2.808
-0.082,-0.029,1.188,0.000,17.456,2.686
-0.013,-0.002,1.150,-25.574,44.373,-1.831
-0.011,-0.016,1.092,-38.757,56.335,0.793
0.037,0.015,0.756,-27.527,49.316,0.671
0.040,0.007,0.737,-2.625,15.686,3.784
-0.001,-0.004,0.758,6.958,-0.793,3.296
0.010,0.002,0.728,10.315,-5.981,2.869
0.010,-0.007,0.725,7.507,-7.812,2.441
0.003,-0.008,0.846,5.310,-12.756,2.136
-0.013,0.002,1.075,13.367,-22.034,2.869
-0.037,-0.025,1.132,19.348,-20.691,1.587
-0.047,-0.026,1.220,15.991,-18.311,2.014
-0.035,-0.038,1.125,9.277,-9.827,2.197
-0.058,-0.056,1.282,0.427,-0.244,2.441
-0.065,0.055,1.441,-2.869,6.592,4.761
-0.114,-0.312,2.166,-36.255,14.465,4.822
-0.199,0.251,2.898,-133.423,50.781,9.033
-0.086,-0.039,1.295,-60.120,161.133,-9.766
-0.203,-0.202,-0.621,-51.697,308.044,-15.808
0.102,-0.065,-0.399,-25.269,176.514,-5.127
0.223,0.189,0.726,-28.687,19.104,4.211
0.165,0.225,1.070,30.579,-58.167,11.841
0.096,-0.069,0.264,13.916,67.383,1.099
0.134,0.056,-0.292,22.827,68.115,1.526
0.114,-0.041,0.004,2.258,-3.174,4.028
0.099,-0.001,0.165,-6.226,-48.645,5.188
0.089,-0.028,-0.120,13.733,-63.660,5.981
0.056,-0.016,-0.187,32.593,-96.436,8.789
-0.081,0.011,0.242,37.109,-171.997,15.015
-0.101,0.071,1.119,17.883,-220.886,14.587
-0.016,0.806,1.985,157.959,-195.557,6.409
-0.311,-0.231,0.236,247.620,9.888,-19.348
-0.311,-0.100,1.535,-24.719,-26.367,-13.367
-0.038,-0.322,1.518,-82.458,-43.701,-3.784
0.052,0.018,0.521,-31.067,4.456,10.925
0.003,0.059,0.600,-5.127,15.259,2.625
-0.186,-0.244,0.724,58.594,26.672,-2.502
-0.086,-0.018,1.472,-9.888,-30.762,1.526
-0.000,-0.030,0.991,-12.451,-18.677,3.540
-0.062,-0.072,0.557,-11.597,28.564,-0.977
-0.047,0.019,1.065,6.653,4.822,3.845
-0.052,-0.022,1.174,5.188,0.183,2.441
-0.038,-0.014,1.152,-14.526,30.273,0.061
-0.015,0.010,1.135,-23.682,40.588,1.343
0.003,-0.012,0.967,-23.987,41.809,0.610
0.026,0.010,0.824,-13.611,27.527,2.869
0.010,0.013,0.779,3.906,3.723,3.906
0.007,-0.002,0.730,7.568,2.197,2.686
0.015,0.002,0.692,4.761,-2.441,2.319
0.010,0.012,0.764,3.418,-7.141,1.831
-0.004,0.006,1.028,9.827,-17.517,1.526
-0.024,-0.005,1.088,18.188,-20.935,2.075
-0.049,-0.030,1.150,18.555,-21.484,2.380
-0.045,-0.021,1.180,18.494,-23.376,4.028
-0.039,-0.012,1.161,6.165,-9.033,3.723
-0.030,-0.022,1.010,-5.859,14.221,0.793
-0.015,0.002,0.930,-10.559,23.010,1.831
-0.009,-0.012,0.867,-9.644,22.766,1.587
0.000,-0.001,0.902,-5.249,14.954,2.014
-0.009,-0.007,0.922,0.000,6.042,2.441
-0.071,-0.026,1.262,1.892,-1.526,3.052
-0.070,-0.202,2.097,2.502,-21.362,5.920
-0.130,0.364,2.938,-70.190,16.541,5.493
-0.137,-0.119,1.175,-95.337,164.246,-5.371
-0.013,-0.125,-0.555,-50.903,259.949,-10.925
0.204,0.047,-0.173,-26.794,138.733,0.366
0.146,0.076,0.721,5.432,-34.058,9.705
0.132,0.087,0.646,49.500,-50.964,6.897
0.084,-0.006,0.190,16.907,28.076,3.723
0.096,-0.002,0.091,15.686,1.343,1.282
0.112,0.035,0.252,-3.967,-30.518,3.235
0.068,0.017,0.264,-3.235,-54.932,4.089
0.032,0.013,0.246,8.179,-86.060,5.432
-0.033,0.044,0.543,11.414,-122.192,6.348
-0.103,0.459,2.430,67.261,-189.026,6.348
-0.184,-0.120,1.745,270.691,-99.670,5.188
-0.231,-0.280,0.553,48.035,28.259,-4.517
-0.057,-0.025,1.200,-31.250,-33.569,2.869
-0.006,-0.084,0.874,-20.630,-9.705,0.000
-0.038,-0.039,0.805,-2.014,5.249,0.854
-0.056,0.004,1.152,8.484,3.418,3.357
-0.083,-0.036,1.206,3.113,12.146,2.258
-0.021,-0.004,1.194,-24.536,39.978,-2.563
-0.012,-0.006,1.132,-40.161,57.495,0.366
0.026,-0.014,0.617,-33.936,59.875,-0.427
0.036,0.018,0.831,-4.089,18.372,5.005
0.005,0.005,0.705,7.263,0.610,3.418
0.010,0.002,0.755,9.583,-5.066,2.869
0.012,-0.004,0.720,7.019,-6.592,2.502
0.004,0.004,0.765,4.517,-10.803,2.075
-0.005,0.010,1.088,10.864,-21.179,1.892
-0.031,-0.014,1.107,20.203,-22.339,1.953
-0.048,-0.025,1.235,18.005,-20.325,2.075
-0.042,-0.025,1.156,12.939,-14.771,2.808
-0.037,-0.027,1.105,3.418,-3.723,2.625
-0.027,-0.016,1.023,-3.357,8.972,2.136
-0.014,-0.006,0.953,-6.714,17.090,1.892
-0.014,-0.019,0.896,-8.606,20.630,1.953
-0.049,-0.027,1.234,-7.690,15.991,2.808
-0.068,-0.077,1.666,-0.366,2.991,5.981
-0.079,0.152,2.499,-46.143,5.127,11.963
-0.019,0.022,1.594,-104.919,99.915,2.319
-0.156,-0.173,0.325,-51.453,229.309,-12.634
0.127,-0.010,-0.308,-26.245,191.284,-8.057
0.132,0.102,0.165,-15.015,57.190,5.798
0.135,-0.030,0.589,31.555,-58.472,7.629
0.092,0.038,0.331,29.114,-12.939,7.568
0.109,0.011,0.050,20.081,4.883,4.089
0.141,0.054,0.194,4.028,-27.710,5.005
0.059,-0.027,0.291,-4.456,-56.702,3.906
0.033,-0.000,0.351,0.061,-79.834,4.211
-0.016,0.046,0.519,7.751,-112.671,5.920
-0.104,-0.116,2.020,36.987,-165.833,6.165
-0.156,0.141,1.646,196.045,-171.814,18.188
-0.219,-0.283,0.981,62.317,7.568,-7.690
-0.060,-0.063,1.137,-25.696,-10.986,-3.296
0.005,-0.019,0.874,-16.235,-12.085,2.991
-0.045,-0.034,0.798,-3.235,2.258,0.427
-0.048,-0.007,1.111,11.353,0.610,2.258
-0.077,0.018,1.202,13.855,-1.648,3.723
-0.065,-0.104,1.300,-16.968,26.917,-2.747
-0.023,0.035,1.202,-36.438,49.805,0.305
0.017,-0.041,0.867,-37.537,65.613,-0.793
0.021,0.008,0.594,-15.198,44.250,3.906
0.023,0.026,0.842,4.822,-2.197,4.944
0.003,-0.001,0.712,8.179,1.343,2.197
0.016,0.000,0.691,7.202,-4.883,2.502
0.010,0.003,0.704,4.333,-8.606,2.136
0.000,-0.002,0.998,6.592,-18.250,1.709
-0.022,-0.006,1.109,19.409,-26.917,2.075
-0.050,-0.028,1.168,21.973,-24.292,2.075
-0.046,-0.020,1.218,20.508,-26.611,3.540
-0.042,-0.019,1.169,8.301,-11.658,3.601
-0.036,-0.032,1.031,-4.456,11.292,0.610
-0.020,-0.002,0.964,-8.728,19.409,2.319
-0.006,-0.004,0.906,-9.644,21.790,2.075
-0.025,-0.008,0.997,-8.972,20.569,1.770
-0.078,-0.008,1.393,-2.563,6.592,3.784
-0.116,-0.219,2.268,-8.606,-11.475,9.949
-0.059,0.301,2.465,-104.065,53.528,8.362
-0.263,-0.109,0.820,-83.679,222.839,-9.521
0.054,-0.043,-0.272,-37.537,212.585,-7.263
0.130,0.105,0.115,-26.550,94.849,4.028
0.109,-0.036,0.761,32.593,-60.852,10.071
0.079,0.090,0.609,37.415,-18.799,9.277
0.065,-0.054,0.104,12.817,31.616,4.028
0.146,0.029,0.132,5.981,-3.845,7.019
0.179,0.071,0.250,-5.127,-34.302,7.568
0.059,0.026,0.249,5.554,-63.904,7.019
0.019,0.023,0.219,16.846,-99.426,8.240
-0.005,0.111,0.735,13.916,-138.245,8.850
-0.100,-0.095,1.548,108.337,-200.745,8.118
-0.183,-0.140,1.177,241.638,-58.044,8.728
-0.255,-0.325,0.640,31.799,24.963,-9.705
-0.036,-0.011,1.191,-38.330,-35.889,3.235
0.054,0.242,2.162,-137.817,71.411,4.639
-0.169,-0.073,0.393,-71.899,248.779,-13.916
0.056,-0.138,-0.640,-29.785,209.473,-8.545
0.192,0.223,0.482,-16.907,33.447,7.690
0.134,0.049,0.886,48.096,-79.773,8.606
0.081,0.025,0.437,17.944,24.109,2.075
0.085,-0.012,-0.047,9.033,46.814,-0.549
0.099,-0.009,0.112,-0.793,-5.920,2.747
0.104,0.042,0.231,-2.625,-47.852,4.578
0.044,-0.018,0.239,12.634,-81.970,5.798
-0.005,0.034,0.316,22.034,-119.263,6.409
-0.065,0.104,0.822,22.400,-148.437,7.385
-0.103,0.206,1.870,162.354,-193.726,5.615
-0.314,-0.285,0.230,232.300,3.784,-15.198
-0.249,-0.153,1.522,-1.953,-29.663,-11.658
-0.026,-0.068,0.854,-47.241,-28.381,-0.549
0.024,-0.037,1.196,-34.302,-19.043,1.160
-0.054,-0.056,0.692,-0.916,11.597,2.869
-0.075,-0.043,1.200,7.019,2.930,4.089
-0.070,-0.030,1.268,-6.470,20.142,3.723
-0.014,0.023,1.136,-32.288,56.519,0.305
0.007,-0.066,0.864,-42.053,67.078,0.000
0.050,0.019,0.843,-17.395,37.476,3.845
0.048,0.015,0.739,1.160,12.207,4.028
0.014,-0.005,0.763,7.324,0.854,3.052
0.027,-0.008,0.709,8.484,-2.502,2.563
0.024,-0.011,0.659,5.188,-5.737,2.014
0.017,0.000,0.732,2.808,-12.268,1.587
0.001,0.006,1.133,10.864,-25.391,1.465
-0.035,-0.022,1.137,24.536,-29.297,2.014
-0.060,-0.047,1.253,22.644,-25.452,2.075
-0.047,-0.016,1.225,14.771,-19.592,3.418
-0.047,-0.043,1.065,-0.977,2.625,1.282
-0.033,-0.010,1.007,-7.019,14.648,1.709
-0.020,-0.009,0.951,-7.690,18.311,2.686
-0.011,-0.014,0.898,-9.521,22.339,2.441
-0.022,-0.012,1.156,-8.301,17.639,3.174
-0.043,-0.055,1.475,-3.540,16.174,5.005
-0.084,-0.091,1.744,1.465,11.292,13.916
-0.046,0.331,2.134,-48.096,31.433,20.752
-0.053,-0.014,1.255,-59.326,108.643,0.427
-0.010,-0.143,0.282,-22.644,162.170,-5.859
0.127,0.039,-0.207,-14.221,145.569,-2.808
0.132,0.039,0.080,-2.441,44.067,4.944
0.135,0.041,0.332,10.315,-25.085,6.104
0.098,0.006,0.309,20.264,-32.776,3.723
0.075,0.001,0.159,24.780,-41.321,3.784
0.046,-0.014,0.383,11.292,-62.378,3.723
0.011,-0.000,0.729,2.136,-92.285,3.540
-0.008,0.034,0.631,-0.671,-87.830,2.747
-0.069,0.079,1.727,10.193,-101.990,1.831
-0.139,0.495,1.902,109.375,-154.419,13.367
-0.192,-0.219,1.023,65.979,0.671,4.639
-0.095,-0.057,1.243,-6.714,-11.414,-2.625
-0.004,0.004,1.047,-9.583,-18.005,5.249
-0.062,-0.089,0.637,-11.719,21.790,-0.549
-0.049,0.012,1.042,3.174,11.841,2.991
-0.051,-0.040,1.109,1.465,6.653,2.991
-0.029,0.007,1.121,-13.306,27.893,1.526
-0.005,0.012,1.096,-23.010,39.917,1.221
0.005,-0.015,0.945,-21.973,39.856,0.549
0.023,0.011,0.881,-10.620,22.644,2.502
0.016,0.017,0.792,3.784,3.784,3.845
0.009,-0.003,0.746,7.324,1.953,2.869
0.017,0.001,0.721,4.700,-1.892,2.380
0.012,0.010,0.752,3.540,-6.042,2.014
0.000,0.005,1.026,8.484,-15.503,1.770
-0.021,-0.006,1.068,16.907,-19.897,1.831
-0.046,-0.023,1.174,17.334,-19.653,2.197
-0.046,-0.028,1.148,16.296,-19.226,3.235
-0.040,-0.012,1.155,8.179,-10.376,3.784
-0.031,-0.013,1.034,-3.052,8.362,2.014
-0.021,-0.005,0.950,-9.094,20.813,1.526
-0.014,-0.016,0.875,-9.644,23.010,1.831
-0.049,-0.027,1.193,-7.446,15.015,2.319
-0.090,0.106,1.660,-0.488,-3.418,5.676
-0.123,0.059,2.601,-35.706,-1.465,4.028
-0.003,0.015,1.498,-104.919,114.624,-0.488
-0.089,-0.114,0.054,-59.753,244.568,-10.193
0.097,-0.115,-0.241,-24.170,179.810,-5.066
0.151,0.171,0.315,-11.353,35.034,6.531
0.124,-0.001,0.741,41.992,-64.270,5.432
0.098,0.027,0.367,18.372,10.803,5.676
0.092,-0.007,0.031,11.841,22.644,0.427
0.088,-0.000,0.183,-0.916,-15.930,3.296
0.071,0.020,0.298,-2.258,-50.903,4.150
0.057,-0.008,0.311,9.216,-80.627,5.676
-0.002,0.063,0.439,15.503,-114.563,7.141
-0.084,0.122,1.518,24.292,-150.391,6.653
0.032,-0.017,1.052,181.458,-193.054,4.517
