aX,aY,aZ,gX,gY,gZ
0.102,-0.030,0.262,-6.592,68.237,-23.865
0.097,-0.025,0.523,38.391,-5.432,-18.311
0.394,-0.260,1.014,95.093,-83.923,-14.099
0.109,-0.212,1.648,37.781,-76.965,-19.104
0.005,-0.101,0.631,-10.254,26.062,5.432
0.182,-0.123,1.359,-47.668,24.231,5.249
0.303,-0.107,1.841,-27.832,-42.053,5.615
0.125,-0.060,2.030,2.258,1.892,4.272
0.235,-0.056,0.918,39.307,110.596,2.197
0.283,-0.199,0.274,-37.598,170.410,-23.499
0.224,-0.187,-0.010,-169.434,167.358,-27.222
0.231,-0.095,-0.041,-38.879,52.612,6.531
0.351,-0.153,-0.019,-24.292,-12.451,4.333
-0.214,0.145,2.476,4.578,-107.971,12.695
-0.253,-0.021,0.899,17.883,162.231,-8.179
0.043,0.038,0.484,-44.312,124.390,-13.245
0.137,-0.056,0.364,-23.621,57.800,-13.184
0.133,-0.080,0.525,32.593,14.832,-11.597
0.042,0.009,0.866,65.430,-32.593,-0.732
0.297,-0.208,1.491,40.405,-53.162,-6.897
0.297,-0.174,1.191,-6.287,0.488,-11.047
0.135,-0.195,0.752,14.465,28.625,-2.808
-0.065,-0.024,0.556,-13.428,36.682,7.263
-0.038,-0.104,0.611,21.179,-21.606,17.639
0.161,-0.114,1.716,-34.302,-46.204,2.258
0.296,-0.111,1.365,-26.489,16.174,4.944
0.292,-0.023,1.028,-8.118,71.899,-6.226
0.275,-0.202,0.483,15.137,64.697,0.610
0.334,-0.202,0.451,-84.900,80.505,-12.878
0.297,-0.132,0.384,-50.720,34.729,-3.784
0.441,-0.125,0.426,-0.427,-34.912,13.184
0.277,0.032,0.732,-6.714,-100.525,20.203
0.186,0.051,1.363,87.280,-161.621,26.917
-0.167,0.160,1.868,87.830,-133.606,36.621
-0.184,0.037,1.496,-1.892,32.043,0.366
-0.028,-0.023,0.697,-13.123,100.952,-26.733
0.081,-0.048,0.741,-8.118,33.081,-10.864
0.111,-0.094,0.898,51.331,12.634,-8.301
0.174,-0.114,1.033,38.086,7.446,-6.042
0.061,-0.115,0.870,11.475,13.611,-4.578
0.123,-0.109,0.865,-2.869,15.808,0.366
0.216,-0.107,1.036,-3.540,0.183,-2.686
0.189,-0.141,0.924,10.010,-2.747,-0.366
-0.031,-0.002,0.710,8.179,12.512,10.132
-0.125,-0.055,0.842,11.353,-32.043,23.376
0.044,-0.095,1.701,-38.696,-28.748,9.155
0.344,-0.113,1.699,-60.913,37.170,1.282
0.398,-0.065,1.470,-6.958,71.228,-11.719
0.277,-0.178,0.557,51.208,94.666,5.188
0.294,-0.182,0.355,-65.552,114.685,-12.817
0.242,-0.182,0.000,-99.304,102.417,-6.348
0.263,-0.170,-0.003,-45.532,26.794,11.169
0.341,-0.177,0.019,-21.545,-48.340,13.550
0.514,0.054,0.745,21.240,-145.081,32.410
0.302,-0.062,2.028,153.198,-281.677,44.922
-0.415,0.247,2.651,84.045,-231.873,42.603
-0.226,0.189,1.928,-1.038,96.558,8.484
0.041,-0.007,0.500,-33.813,211.060,-43.030
0.166,-0.109,0.162,-74.768,69.031,-23.682
0.139,-0.110,0.497,27.832,18.616,-18.188
0.198,-0.069,0.923,72.693,-26.306,-9.338
0.149,-0.201,1.285,79.285,-35.950,-6.409
0.214,-0.203,1.171,1.526,-14.343,-3.479
0.136,-0.101,0.867,-2.747,14.832,-0.061
0.099,-0.081,0.823,7.568,8.240,3.845
0.045,-0.052,0.814,8.362,11.780,5.371
-0.078,-0.021,0.714,15.442,-27.100,27.283
0.062,-0.104,1.665,-28.687,-46.753,7.080
0.127,-0.057,1.496,-36.194,15.076,13.184
0.342,-0.084,1.273,-22.827,86.731,-8.545
0.375,-0.219,0.543,24.048,80.078,-9.949
0.330,-0.131,0.528,-68.848,85.938,-5.554
0.266,-0.129,0.193,-74.951,69.519,1.404
0.429,-0.143,0.227,-18.433,-15.503,12.085
0.456,-0.002,0.611,4.639,-101.135,18.616
0.273,0.187,1.500,72.266,-186.401,26.245
-0.212,0.128,2.010,114.136,-181.580,32.593
-0.275,0.202,1.909,0.549,-1.526,16.296
-0.105,-0.034,0.725,-10.376,139.648,-30.334
0.130,-0.047,0.544,-42.847,60.425,-19.470
0.107,-0.087,0.744,35.034,13.489,-13.245
0.197,-0.132,1.001,59.814,-1.526,-8.545
0.129,-0.197,1.115,38.208,-4.517,-6.165
-0.165,0.022,0.717,7.019,34.485,7.385
-0.152,0.019,0.633,22.644,-16.663,24.231
0.126,-0.265,1.467,28.748,-78.674,-3.052
0.468,-0.285,2.530,-113.220,-6.958,-4.639
0.402,0.046,2.384,-70.618,78.796,-4.578
0.190,-0.075,0.787,88.989,179.749,12.756
0.201,-0.144,0.380,14.709,210.876,-11.169
0.249,-0.177,-0.021,-65.979,142.395,-8.057
0.276,-0.163,-0.058,-65.735,123.901,-5.798
0.286,-0.160,-0.112,-41.443,59.204,3.845
0.178,-0.127,-0.147,-52.002,21.362,11.047
0.035,-0.015,-0.120,-45.105,-19.226,23.499
0.253,-0.052,0.075,-18.982,-85.083,20.142
0.375,-0.175,0.225,59.387,-202.209,13.916
0.692,-0.139,2.789,177.124,-360.901,39.856
-0.260,0.250,3.927,71.716,-275.146,31.067
-0.297,0.066,1.558,29.297,111.511,16.052
0.011,0.138,0.506,-70.068,241.394,-19.714
0.208,-0.117,0.073,-82.275,82.153,-23.499
0.182,-0.122,0.084,4.517,21.973,-20.264
-0.467,0.111,0.148,17.273,-5.493,3.235
-0.012,-0.223,0.535,136.658,-109.619,45.654
0.336,-0.316,3.085,-28.076,-184.082,-25.208
0.457,-0.325,2.646,-59.998,6.165,-26.733
0.336,-0.069,1.338,18.005,164.917,1.038
0.280,-0.167,0.534,52.124,190.186,-1.404
0.246,-0.105,0.329,-22.888,122.253,-3.174
0.251,-0.154,0.039,-43.579,95.886,-2.014
0.270,-0.168,-0.049,-67.261,82.458,-2.380
0.269,-0.158,-0.091,-54.810,29.114,5.920
0.219,-0.108,-0.049,-61.340,-9.155,13.733
0.366,-0.085,0.051,-26.978,-71.716,24.963
0.108,-0.016,0.226,75.928,-230.530,42.908
0.083,0.111,3.453,195.923,-346.069,51.453
-0.418,0.272,3.203,64.697,-203.857,26.611
-0.079,-0.087,0.938,18.188,167.236,-6.897
0.096,0.153,0.567,-122.620,197.571,-31.067
0.189,-0.104,0.105,-32.898,60.303,-24.719
0.236,-0.101,1.263,110.046,-98.267,-11.963
0.033,-0.216,1.752,33.264,-83.435,-6.409
0.108,-0.199,0.996,2.747,26.672,-4.578
0.173,-0.119,0.724,-28.259,56.213,-0.366
0.150,-0.009,0.759,-21.484,16.052,4.089
0.168,-0.012,0.912,16.968,-1.404,1.648
0.075,0.008,0.874,31.311,-11.047,8.179
-0.120,-0.011,1.260,33.142,-37.354,19.714
-0.050,-0.010,1.295,0.732,-23.376,13.855
0.271,-0.172,1.114,-33.081,65.125,-22.156
0.391,-0.221,0.729,-28.809,73.120,-26.184
0.528,-0.221,1.975,-52.185,58.533,-17.090
0.420,-0.232,0.736,45.959,98.999,-4.272
0.263,-0.193,0.271,-25.330,141.174,-2.075
0.226,-0.184,-0.020,-94.177,106.995,6.226
0.268,-0.140,-0.022,-42.419,38.269,12.207
0.364,-0.158,0.038,-43.640,-10.620,13.428
0.385,-0.086,0.163,17.395,-120.667,31.250
0.188,0.380,1.693,77.942,-248.291,44.189
-0.225,0.233,2.956,149.719,-285.217,54.260
-0.253,0.202,1.993,7.141,-14.099,16.357
-0.158,-0.040,0.615,-7.629,221.619,-28.259
0.145,0.034,0.333,-98.999,101.868,-22.095
0.098,-0.068,0.466,20.142,31.738,-18.921
0.204,-0.067,0.873,65.369,-13.672,-14.038
0.147,-0.193,0.990,83.923,-22.217,-13.000
-0.083,-0.076,1.112,11.475,-22.583,2.380
-0.264,-0.015,0.929,-5.310,-12.085,15.686
0.144,-0.171,1.463,-39.246,6.592,2.808
0.454,-0.234,2.116,-71.655,30.640,-15.991
0.467,-0.088,2.017,3.174,38.818,-1.160
0.239,-0.085,0.861,72.571,129.944,2.625
0.217,-0.134,0.499,16.296,168.640,-5.310
0.234,-0.160,0.084,-59.387,121.582,-6.592
0.254,-0.157,-0.023,-58.472,97.412,-4.822
0.256,-0.168,-0.101,-42.908,45.349,2.808
0.209,-0.130,-0.118,-76.599,19.043,7.935
0.261,-0.078,-0.019,-76.416,-18.921,16.296
0.333,-0.154,0.129,17.578,-138.550,19.592
0.286,0.371,1.697,123.840,-311.279,44.250
-0.230,0.245,4.000,174.072,-332.825,44.922
-0.333,0.223,2.299,24.597,-62.744,31.799
-0.067,-0.062,0.505,-11.169,238.159,-20.874
0.155,0.012,0.235,-131.226,127.319,-21.057
0.150,-0.041,0.213,6.897,30.579,-18.982
0.185,-0.030,0.601,5.615,-1.404,-16.357
0.236,-0.047,1.026,96.069,-67.566,-14.587
0.032,-0.143,1.633,88.745,-83.008,1.892
-0.229,-0.055,1.193,7.690,-47.729,16.235
-0.105,-0.067,1.302,-30.701,25.574,2.014
0.434,-0.197,1.575,-55.725,70.190,-18.982
0.487,-0.233,0.925,6.104,58.167,-23.254
0.323,-0.260,0.653,9.949,73.181,-5.615
0.296,-0.178,0.314,-79.895,83.130,1.099
0.251,-0.190,0.082,-74.524,53.162,1.892
0.327,-0.114,0.224,-33.020,-12.756,14.465
0.311,0.004,0.549,24.780,-111.267,28.931
0.186,0.221,1.646,95.764,-198.425,35.645
-0.217,0.156,2.409,104.004,-197.510,35.583
-0.252,0.163,1.910,5.737,18.127,14.709
0.027,0.019,0.624,-18.738,158.508,-14.404
0.175,-0.034,0.461,-63.782,69.336,-14.771
0.149,-0.055,0.647,34.729,21.301,-11.414
0.212,-0.085,0.894,56.641,-4.211,-7.324
0.218,-0.188,0.925,58.655,-10.864,-9.583
0.180,-0.201,1.122,10.620,-16.846,-6.653
0.155,-0.157,0.929,-4.578,0.916,-2.380
0.203,-0.025,0.938,0.732,7.446,3.418
0.047,-0.056,0.916,12.451,-2.014,4.333
-0.100,0.010,0.703,18.860,-4.089,12.268
-0.003,-0.146,1.080,14.465,-51.086,21.484
-0.137,-0.029,1.824,-72.021,-3.113,1.770
0.377,-0.157,1.465,-33.325,61.707,4.944
0.371,-0.140,0.780,-2.563,100.769,-21.301
0.352,-0.246,0.363,-1.953,76.904,-0.671
0.239,-0.202,0.169,-101.318,94.116,-12.146
0.267,-0.138,0.058,-40.344,34.973,10.498
0.424,-0.120,0.266,-17.334,-39.185,13.672
0.281,0.026,0.736,30.334,-137.207,24.536
0.225,-0.052,2.001,126.953,-219.788,34.424
-0.282,0.185,2.186,50.293,-169.434,30.762
-0.116,0.081,1.617,5.615,78.125,5.493
0.055,0.023,0.602,-33.081,167.297,-25.452
0.187,-0.064,0.431,-53.833,55.847,-14.465
0.141,-0.080,0.649,37.537,9.827,-11.719
0.189,-0.065,0.968,60.425,-14.954,-6.348
0.178,-0.178,1.185,61.646,-20.508,-5.981
0.222,-0.179,0.970,1.343,-2.991,-4.822
0.131,-0.155,0.887,-2.075,4.639,-1.892
0.166,-0.038,0.971,3.357,-0.427,4.578
-0.090,-0.021,0.741,20.813,9.705,9.277
-0.187,0.001,0.560,46.082,-34.729,31.982
0.006,-0.189,1.900,20.752,-98.633,17.822
0.303,-0.097,2.568,-141.418,6.958,1.892
0.365,0.008,2.153,-39.368,151.428,-17.090
0.306,-0.174,0.692,101.746,191.833,2.380
0.237,-0.148,0.243,-47.363,200.989,-21.057
0.175,-0.178,-0.132,-94.116,182.373,-8.362
0.246,-0.108,-0.156,-18.127,74.646,12.695
0.307,-0.162,-0.056,-92.773,67.993,-8.118
0.255,-0.146,-0.146,-26.917,-3.906,9.705
0.224,-0.021,0.041,-9.277,-40.344,24.353
0.291,-0.102,0.187,25.146,-146.851,15.198
0.154,-0.120,0.022,74.524,-276.123,38.574
0.325,-0.083,2.385,96.924,-240.356,39.429
-0.442,0.220,4.000,83.557,-268.616,34.607
-0.271,0.060,1.265,40.161,107.544,12.512
0.139,0.130,0.578,-82.458,257.324,-23.621
0.230,-0.175,0.023,-69.458,77.209,-34.363
0.258,-0.147,0.150,8.850,18.860,-20.142
0.336,-0.179,0.262,3.113,-15.259,-14.160
0.296,-0.076,0.960,61.401,-83.618,-8.850
0.152,-0.157,1.791,103.943,-108.643,1.526
-0.028,-0.048,1.301,0.000,-29.114,14.038
0.010,-0.092,1.169,-16.602,39.429,4.456
0.149,-0.063,1.077,-7.019,13.550,2.808
0.276,-0.168,1.158,-10.620,27.344,-10.620
0.257,-0.176,0.706,2.991,48.218,-3.540
0.288,-0.168,0.558,-40.100,47.119,-2.136
0.327,-0.081,0.480,-48.828,18.982,3.052
0.276,-0.074,0.490,-15.320,-26.367,5.066
0.232,0.008,0.848,7.141,-84.106,11.292
0.195,-0.105,1.501,78.796,-121.948,15.076
-0.009,0.027,1.654,31.006,-78.003,13.367
-0.148,-0.042,0.968,1.953,48.279,-3.296
0.081,-0.030,0.722,-21.362,50.964,-7.812
0.096,-0.013,0.891,19.043,17.334,-2.808
0.126,-0.070,1.035,47.424,7.263,-2.808
0.158,-0.110,1.089,25.940,7.263,-2.747
0.123,-0.128,0.880,12.451,28.259,-4.639
0.369,-0.021,2.476,-86.609,84.778,-16.785
0.255,-0.249,0.397,83.862,183.838,8.423
0.308,-0.124,0.329,-61.768,212.708,-15.015
0.215,-0.162,-0.094,-33.325,112.244,3.662
0.298,-0.171,-0.099,-54.321,71.228,7.935
0.304,-0.200,-0.056,-107.544,61.707,-4.211
0.260,-0.083,-0.121,-29.968,-13.733,27.832
0.408,-0.152,0.028,40.161,-118.103,34.912
0.109,-0.010,0.305,119.141,-304.749,43.152
0.331,0.368,3.761,132.385,-276.855,45.410
-0.422,0.198,2.556,5.432,-184.692,17.944
-0.210,0.102,1.624,23.804,123.108,12.939
0.043,0.091,0.515,-40.710,203.064,-27.527
0.148,-0.047,0.192,-82.275,95.276,-28.015
0.147,-0.104,0.211,18.555,28.931,-26.184
0.160,-0.078,0.561,55.725,-24.170,-15.198
0.392,-0.281,1.560,79.285,-93.567,-18.127
0.123,-0.298,1.543,0.916,-53.345,-18.799
0.231,-0.192,0.978,12.207,19.409,-0.549
0.191,-0.144,0.725,-17.578,64.392,-0.610
-0.009,0.033,0.384,-46.875,44.556,21.118
0.090,0.012,1.420,29.053,-46.204,31.189
-0.038,-0.033,2.577,-25.513,-129.944,18.799
0.156,-0.069,2.279,-1.404,18.982,7.751
0.235,-0.051,0.820,36.377,177.734,-7.690
0.226,-0.128,0.407,28.870,176.453,-13.733
0.224,-0.131,0.065,-71.838,152.832,-10.925
0.269,-0.143,-0.043,-43.457,86.731,-5.432
0.297,-0.154,-0.063,-52.124,47.668,-4.456
0.228,-0.156,-0.136,-77.271,19.226,1.709
0.365,-0.120,0.039,-70.251,-22.644,8.118
0.352,-0.241,-0.051,48.645,-166.992,18.311
0.218,0.464,1.887,85.815,-320.496,52.612
-0.249,0.250,3.878,168.274,-304.138,39.917
-0.431,0.267,2.338,19.958,-20.203,22.156
-0.037,-0.020,0.559,-6.165,227.966,-20.264
0.147,-0.006,0.226,-119.812,124.146,-23.865
0.194,-0.071,0.220,-0.610,43.152,-23.193
0.200,-0.056,0.649,30.090,-9.277,-16.235
0.279,-0.173,1.028,102.844,-71.472,-14.160
0.113,-0.258,1.665,48.828,-74.158,-8.545
0.130,-0.168,1.107,-1.648,1.587,-3.845
0.150,-0.141,0.750,-14.709,47.241,-0.488
0.211,-0.075,0.690,-27.161,19.775,2.869
0.226,-0.012,0.819,-2.563,-8.972,3.784
0.146,-0.126,1.184,44.250,-42.847,2.869
0.003,-0.021,1.364,22.034,-12.817,4.150
0.089,-0.082,0.682,7.263,41.138,9.583
0.115,-0.109,0.719,-10.437,13.550,-0.061
0.148,-0.087,1.068,4.761,-19.165,6.775
0.127,-0.104,1.089,-6.775,9.888,-2.136
0.271,-0.117,0.796,-3.662,35.461,-1.953
0.325,-0.153,0.692,-9.827,11.230,-4.761
0.221,-0.081,0.709,-14.832,-2.686,2.686
0.270,-0.064,0.890,-14.526,-25.757,1.831
0.251,-0.043,1.055,2.869,-49.683,2.502
0.151,-0.044,1.366,15.930,-53.711,10.498
-0.028,-0.003,1.098,4.639,-12.756,8.789
-0.113,0.003,0.876,17.456,18.005,2.258
0.129,-0.077,0.948,17.334,15.686,0.549
0.125,-0.076,0.996,15.564,16.724,0.305
0.105,-0.051,0.995,14.832,17.822,2.686
0.142,-0.070,0.944,14.832,18.372,1.465
0.186,-0.112,0.794,7.385,22.339,-1.892
0.281,-0.111,0.862,0.671,4.211,-2.380
0.096,-0.063,0.874,5.676,2.075,1.831
-0.061,-0.055,0.680,0.427,-15.259,12.085
0.103,-0.159,1.653,-24.902,-38.879,9.521
0.198,-0.072,1.652,-41.809,-1.038,16.418
0.230,0.060,1.581,-21.484,61.523,-0.549
0.255,-0.181,0.504,36.865,103.394,-3.845
0.288,-0.200,0.271,-78.796,119.019,-23.071
0.245,-0.173,0.042,-85.083,80.200,-4.089
0.376,-0.195,-0.001,-19.775,0.549,10.376
0.440,-0.094,0.331,-12.573,-75.806,17.151
0.202,0.111,0.958,65.186,-181.641,27.405
-0.155,0.176,2.714,132.141,-240.356,36.804
-0.301,0.177,2.106,26.733,-92.590,27.344
-0.146,-0.059,0.832,1.282,169.373,-11.169
0.114,0.018,0.437,-71.289,121.338,-20.935
0.211,-0.109,0.434,-2.441,37.598,-17.822
0.220,-0.068,0.769,49.927,-9.155,-9.399
0.149,-0.175,1.095,75.500,-22.339,-5.554
0.216,-0.193,1.142,20.874,-19.226,-4.150
0.162,-0.163,0.911,-2.136,7.446,-2.258
0.179,-0.051,0.831,0.122,10.681,3.296
0.163,-0.088,0.926,3.235,0.793,2.441
0.188,-0.092,0.905,2.502,-5.188,1.160
0.198,-0.006,1.178,-2.747,-19.226,2.380
0.036,-0.048,1.092,11.353,-3.906,3.540
-0.160,0.014,0.602,10.010,33.142,19.165
0.161,-0.068,1.368,-16.357,-14.404,17.822
0.159,-0.098,1.431,-31.128,-19.470,1.526
0.308,-0.078,1.767,-22.400,39.490,0.916
0.271,-0.202,0.322,18.555,95.032,-6.287
0.320,-0.186,0.370,-47.058,78.430,-11.536
0.276,-0.122,0.227,-40.039,49.805,2.686
0.371,-0.149,0.239,-46.021,13.916,3.723
0.457,-0.091,0.489,-22.339,-60.425,6.226
0.329,0.078,1.118,59.204,-175.415,21.790
-0.157,0.098,2.107,95.703,-210.144,30.029
-0.235,0.184,1.811,15.808,-76.050,30.762
-0.275,-0.033,0.905,-0.977,145.447,-13.733
0.098,0.000,0.510,-40.955,102.966,-19.836
0.213,-0.080,0.646,4.639,25.024,-14.893
0.122,-0.077,0.937,59.448,-5.066,-8.667
0.115,-0.152,1.186,52.429,-4.333,-3.662
0.049,-0.117,0.886,8.972,18.494,-2.563
0.203,-0.131,0.764,-3.357,20.935,-0.244
0.334,-0.142,1.016,-1.465,-8.362,-4.700
0.139,-0.081,0.866,10.010,5.981,2.808
0.086,-0.092,0.791,-1.953,9.583,7.568
0.204,-0.144,1.233,-15.747,-4.822,4.395
0.120,-0.042,1.228,-10.803,-11.292,9.155
0.136,-0.087,1.093,-4.028,13.550,2.258
0.175,-0.073,0.678,5.554,43.335,0.061
0.264,-0.155,0.782,-8.118,40.649,-3.357
0.298,-0.097,0.649,-31.982,21.301,-0.305
0.295,-0.021,0.584,-21.240,-13.794,7.019
-0.289,0.167,2.001,35.889,-137.756,27.344
-0.233,0.025,1.173,1.892,122.681,-1.221
0.024,0.022,0.507,-29.175,136.658,-22.949
0.232,-0.090,0.534,-19.775,39.856,-17.700
0.169,-0.100,0.805,49.683,-4.211,-12.268
0.118,-0.125,1.192,65.674,-10.254,-4.028
0.098,-0.159,1.048,18.799,0.793,-0.732
0.151,-0.106,0.777,-1.648,26.001,0.549
0.303,-0.095,1.028,-2.380,-2.136,-1.892
0.154,-0.100,0.870,13.306,7.690,3.357
-0.031,-0.007,0.578,0.916,5.798,17.273
0.184,-0.129,1.698,-9.705,-57.617,19.409
0.119,-0.047,2.202,-49.805,-49.805,15.137
0.061,-0.001,1.919,-3.784,57.129,11.658
0.230,-0.100,0.649,29.358,155.029,-4.089
0.277,-0.138,0.307,-48.035,159.973,-20.386
0.257,-0.194,-0.062,-107.300,138.123,-14.648
0.267,-0.150,-0.086,-35.767,39.001,9.399
0.336,-0.168,-0.007,-57.922,9.521,2.930
0.395,-0.166,0.031,11.230,-91.980,21.118
0.059,-0.031,0.423,43.823,-219.788,33.875
0.046,0.326,3.512,144.958,-290.100,53.040
-0.359,0.199,2.584,40.710,-148.682,19.531
-0.200,0.008,0.916,28.015,156.189,6.592
0.048,0.082,0.503,-57.434,159.302,-15.747
0.224,-0.082,0.284,-40.955,64.941,-24.353
0.256,-0.086,0.588,31.677,10.071,-19.592
0.204,-0.148,0.779,88.867,-33.142,-10.742
0.221,-0.258,1.412,41.016,-49.622,-7.446
0.164,-0.119,1.255,-6.042,-16.602,-5.066
0.112,-0.130,0.761,9.705,37.170,0.610
0.023,-0.028,0.491,-18.250,26.611,8.362
0.195,-0.084,1.294,3.601,-24.536,10.681
0.094,-0.075,1.599,-16.479,-58.411,10.742
0.062,-0.037,1.554,-11.780,6.958,5.249
0.152,-0.058,0.671,15.320,78.430,0.122
0.291,-0.108,0.596,-34.851,95.398,-10.132
0.341,-0.143,0.323,-87.219,71.899,-12.634
0.423,-0.125,0.289,-15.198,-3.174,3.662
0.221,-0.018,0.581,-0.732,-73.547,7.935
0.255,0.134,1.254,43.091,-142.944,11.719
-0.060,0.016,1.988,93.323,-158.936,20.508
-0.290,0.140,1.763,8.057,-23.865,16.846
-0.059,-0.044,0.698,-1.770,116.699,-10.803
0.156,-0.050,0.604,-37.415,56.946,-14.832
0.175,-0.092,0.792,36.377,11.230,-10.681
0.177,-0.147,1.028,57.495,-0.977,-5.188
0.122,-0.147,1.170,21.729,-1.404,-2.869
0.159,-0.154,0.790,6.836,27.161,-1.770
0.238,-0.083,0.766,-8.545,19.653,0.977
0.226,-0.106,0.934,2.747,-0.732,-0.854
0.185,-0.067,0.946,1.831,-3.784,2.441
0.161,-0.092,1.006,2.136,-8.179,2.075
0.120,-0.077,0.997,4.211,-17.700,3.052
0.091,0.003,0.992,1.709,5.737,-2.075
0.131,-0.142,0.877,4.883,12.024,2.747
0.092,-0.077,0.989,-1.160,16.357,7.385
0.207,-0.073,0.995,-10.254,4.639,9.705
0.246,-0.141,1.067,-4.822,-3.845,-0.916
0.208,-0.055,0.833,3.479,7.385,3.479
0.222,-0.040,0.830,3.784,16.052,0.122
0.204,-0.117,0.749,10.193,5.371,-1.343
0.233,-0.102,0.838,-1.038,-12.939,-1.221
0.228,-0.111,0.907,-12.207,-37.415,13.733
0.202,-0.120,1.136,-10.986,-50.537,0.793
-0.007,-0.009,1.201,-6.409,-31.982,11.597
-0.121,-0.012,0.998,8.240,-3.601,8.850
0.153,-0.033,0.988,8.911,10.925,2.075
0.079,-0.040,1.030,11.536,13.916,2.563
0.102,-0.048,1.062,19.348,16.724,2.991
0.122,-0.065,0.923,21.240,27.893,0.793
0.138,-0.089,0.844,16.846,29.968,-2.014
0.246,-0.133,0.748,5.554,25.208,-3.723
0.292,-0.143,0.937,-7.080,4.822,-3.052
0.173,-0.057,0.953,-2.014,-3.540,2.869
0.195,-0.092,0.935,3.296,-1.404,2.258
0.180,-0.103,0.954,0.183,-8.728,2.380
0.141,-0.065,1.018,1.709,-20.813,4.211
0.106,-0.053,0.941,3.967,7.202,-1.709
0.115,-0.095,0.918,2.441,12.085,2.991
0.134,-0.146,0.999,4.272,9.277,2.258
0.236,-0.047,0.883,0.610,13.367,8.789
0.173,-0.009,0.948,0.977,-1.221,5.737
0.153,-0.096,0.899,7.263,-1.160,1.282
0.147,-0.091,0.962,3.845,-3.479,1.831
0.196,-0.094,0.754,-1.587,2.869,0.305
0.223,-0.106,0.899,-6.958,-12.329,-0.488
0.172,-0.044,1.094,-13.916,-33.569,1.953
0.072,-0.098,1.128,-6.531,-31.799,1.709
0.002,-0.026,1.082,1.221,-5.859,4.944
0.148,-0.007,0.944,12.146,15.686,4.883
0.178,-0.117,0.838,18.677,20.081,0.854
0.142,-0.081,0.970,9.949,11.597,1.160
0.134,-0.091,1.008,7.263,8.362,2.563
0.144,-0.083,0.938,9.399,12.634,4.578
0.184,-0.088,0.875,6.958,15.503,3.906
0.201,-0.082,0.868,2.991,10.742,3.174
0.185,-0.086,0.924,0.671,-0.244,2.747
0.162,-0.071,1.001,-0.488,-6.287,2.686
0.188,-0.077,0.970,0.427,-6.775,2.441
0.114,0.001,1.014,2.869,-10.681,4.028
0.103,0.009,1.008,11.963,8.179,0.732
0.129,-0.124,0.635,3.418,24.536,2.319
0.222,-0.153,1.206,-21.240,-3.479,0.732
0.175,-0.067,1.163,-9.338,-24.414,14.099
0.144,-0.065,1.203,-6.042,6.104,3.052
0.233,-0.073,0.579,10.498,34.973,-0.366
0.213,-0.081,0.748,6.836,23.987,-2.502
0.225,-0.129,0.682,-8.484,9.460,-0.793
0.291,-0.086,0.677,-22.827,-22.461,1.892
0.271,-0.000,0.974,-18.066,-62.683,2.380
0.179,-0.069,1.539,17.456,-85.754,3.723
-0.120,0.056,1.482,2.930,-41.809,15.564
-0.190,-0.008,0.779,14.648,43.762,0.671
0.103,-0.063,0.911,17.578,27.344,-5.920
0.092,-0.048,1.096,17.883,12.512,0.305
0.083,-0.053,0.980,24.780,24.902,0.427
0.123,-0.093,0.885,19.714,30.212,-2.502
0.085,-0.132,0.745,11.169,25.696,-4.028
-0.403,0.231,2.126,9.155,-7.080,22.217
-0.156,-0.041,0.487,-0.671,226.013,-24.292
0.150,-0.044,0.311,-77.393,103.455,-25.635
0.218,-0.124,0.478,26.428,27.649,-19.287
0.222,-0.065,0.848,60.059,-12.634,-8.667
0.135,-0.139,1.095,74.829,-21.179,-3.906
0.250,-0.176,1.209,4.089,-20.081,-1.038
0.087,-0.147,0.879,-0.549,9.277,-4.150
0.054,-0.094,0.511,5.127,29.724,6.409
0.005,-0.096,0.853,-14.954,-20.447,15.747
0.269,-0.067,2.081,-44.373,-67.566,15.320
0.193,0.120,2.359,-24.231,-36.133,15.259
0.023,-0.021,1.913,38.452,90.942,1.587
0.183,-0.098,0.655,60.852,197.815,-3.174
0.226,-0.119,0.395,-20.203,206.177,-22.888
0.249,-0.118,-0.005,-83.435,163.513,-14.282
0.254,-0.151,-0.122,-32.166,87.891,-2.686
0.295,-0.193,-0.101,-65.369,51.453,-9.460
0.275,-0.193,-0.175,-58.044,16.235,-1.770
0.224,-0.153,-0.183,-52.368,-27.100,13.611
0.327,-0.187,0.109,-20.325,-101.013,13.855
0.136,-0.136,0.167,115.417,-302.979,35.339
0.263,0.301,3.899,151.123,-290.405,46.997
-0.587,0.250,3.521,42.786,-217.224,29.846
-0.191,-0.008,0.941,29.602,157.166,7.263
0.204,0.017,0.469,-91.064,210.632,-32.227
0.347,-0.225,0.097,-52.429,50.964,-30.151
0.205,-0.203,0.173,9.705,3.662,-10.498
0.253,-0.038,0.799,22.522,-30.762,-0.549
0.325,-0.240,1.365,102.722,-102.661,3.357
-0.016,-0.054,1.768,37.476,-91.492,9.094
0.112,-0.109,1.021,7.446,21.179,5.920
0.114,-0.120,0.713,-17.639,65.857,1.465
0.127,0.016,0.573,-28.870,37.720,9.521
0.107,-0.085,0.862,31.982,-22.461,12.085
0.253,-0.080,1.439,20.630,-68.237,13.855
0.177,-0.120,1.360,-13.245,2.808,-4.272
0.208,-0.114,0.603,5.737,56.641,-1.343
0.193,-0.124,0.659,-5.920,40.161,0.183
0.258,-0.096,0.606,-32.959,33.264,1.770
